"","frame_id","img_timestamp","identified_person","identification_confidence","face_id","age_low","age_high","smile","eyeglasses","sunglasses","gender","beard","mustache","eyesopen","mouthopen","confused","calm","happy","disgusted","angry","fear","sad","surprised"
"1","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00001.png",0,"P3",99.9954986572266,1,13,25,FALSE,FALSE,FALSE,"Male",TRUE,FALSE,TRUE,FALSE,0.430973142385483,98.0104598999023,0.248403131961823,0.08054169267416,0.367808818817139,0.0960003286600113,0.495328068733215,0.270488172769547
"2","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00001.png",0,"P1",99.9982986450195,2,15,27,FALSE,TRUE,FALSE,"Female",FALSE,FALSE,TRUE,FALSE,17.8627796173096,62.9437522888184,1.25028765201569,2.2773585319519,1.80696141719818,0.423950284719467,12.067286491394,1.36762475967407
"3","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00001.png",0,"P2",99.9869003295898,3,12,22,FALSE,FALSE,FALSE,"Female",FALSE,FALSE,TRUE,TRUE,82.58349609375,7.17024517059326,0.089622974395752,0.448480427265167,0.240282624959946,0.156942740082741,0.777926087379456,8.53299617767334
"4","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00002.png",0,"P3",99.9946975708008,1,13,25,FALSE,FALSE,FALSE,"Male",TRUE,FALSE,TRUE,FALSE,1.09948825836182,95.9876480102539,0.252221882343292,0.125064462423325,0.750631511211395,0.262086987495422,1.07417023181915,0.448689371347427
"5","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00002.png",0,"P1",99.9982986450195,2,17,29,FALSE,TRUE,FALSE,"Female",FALSE,FALSE,TRUE,FALSE,16.6274299621582,66.8822326660156,1.06662034988403,2.37841701507568,2.09122920036316,0.408818513154984,9.28052425384521,1.26473045349121
"6","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00002.png",0,"P2",99.9869003295898,3,12,22,FALSE,FALSE,FALSE,"Female",FALSE,FALSE,TRUE,TRUE,80.0733184814453,8.88026714324951,0.111348778009415,0.895423173904419,0.265443921089172,0.249803245067596,1.77646970748901,7.74792289733887
"7","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00003.png",17,"P1",99.997802734375,1,13,25,FALSE,TRUE,FALSE,"Female",FALSE,FALSE,TRUE,FALSE,12.0193271636963,46.7108383178711,1.41134536266327,3.17395973205566,3.58748030662537,0.720867574214935,31.4510936737061,0.92508739233017
"8","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00003.png",17,"P3",99.9954986572266,2,22,34,FALSE,FALSE,FALSE,"Male",TRUE,FALSE,TRUE,FALSE,1.6757447719574,95.9945831298828,0.0922754034399986,0.188158363103867,0.7831951379776,0.153536543250084,0.573277354240417,0.539218008518219
"9","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00003.png",17,"P2",99.9954986572266,3,13,25,FALSE,FALSE,FALSE,"Female",FALSE,FALSE,TRUE,FALSE,6.40848350524902,90.9589004516602,0.19333179295063,0.149580061435699,0.328944504261017,0.0584819540381432,1.78324675559998,0.119033887982368
"10","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00004.png",37,"P1",99.9982986450195,1,21,33,FALSE,TRUE,FALSE,"Female",FALSE,FALSE,TRUE,FALSE,27.023796081543,33.0555877685547,1.70796060562134,3.18435621261597,0.908549427986145,0.562320172786713,32.7674674987793,0.789967060089111
"11","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00004.png",37,"P3",99.9946975708008,2,23,35,FALSE,FALSE,FALSE,"Male",TRUE,FALSE,TRUE,FALSE,3.48497104644775,87.7886352539062,2.21389079093933,2.00184082984924,1.5338339805603,0.848682403564453,0.6861172914505,1.442023396492
"12","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00004.png",37,"P2",99.9954986572266,3,15,27,FALSE,FALSE,FALSE,"Female",FALSE,FALSE,TRUE,FALSE,4.91073703765869,89.1230239868164,0.263493359088898,0.377121984958649,0.517797768115997,0.15855684876442,4.47918081283569,0.170098379254341
"13","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00005.png",57,"P1",99.9982986450195,1,21,33,FALSE,TRUE,FALSE,"Male",FALSE,FALSE,TRUE,FALSE,28.2754783630371,64.4629974365234,0.615445733070374,1.02631688117981,0.306356638669968,0.140257135033607,4.64893054962158,0.524219870567322
"14","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00005.png",57,"P2",99.988899230957,2,20,32,FALSE,FALSE,FALSE,"Female",FALSE,FALSE,TRUE,FALSE,5.07324981689453,87.4752578735352,0.758620858192444,0.608167886734009,0.89093428850174,0.196480333805084,4.77046203613281,0.226820185780525
"15","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00005.png",57,"P3",99.9946975708008,3,23,37,FALSE,FALSE,FALSE,"Male",TRUE,FALSE,TRUE,FALSE,13.2044105529785,70.6046829223633,3.82336664199829,3.15960597991943,1.74374258518219,0.858592867851257,5.41767692565918,1.18793058395386
"16","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00006.png",77,"P3",99.9954986572266,1,24,38,FALSE,FALSE,FALSE,"Male",TRUE,FALSE,TRUE,FALSE,54.056697845459,30.1869010925293,2.15873169898987,1.24936592578888,2.48320746421814,1.25851356983185,1.4302304983139,7.17634201049805
"17","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00006.png",77,"P1",99.9962005615234,2,12,22,FALSE,TRUE,FALSE,"Male",FALSE,FALSE,TRUE,FALSE,7.70466232299805,29.3405094146729,2.52960252761841,8.47330188751221,2.53779673576355,1.32512748241425,45.9807586669922,2.10824227333069
"18","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00006.png",77,"P2",99.9869003295898,3,18,30,FALSE,FALSE,FALSE,"Female",FALSE,FALSE,TRUE,FALSE,2.26232004165649,89.1523742675781,0.29013454914093,0.391548126935959,0.778320491313934,0.235406816005707,6.69174098968506,0.198149338364601
"19","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00007.png",97,"P3",99.9954986572266,1,21,33,FALSE,FALSE,FALSE,"Male",TRUE,FALSE,TRUE,FALSE,61.8489036560059,31.7418403625488,0.741605162620544,0.285005539655685,0.508738934993744,0.187952414155006,0.437733203172684,4.24822282791138
"20","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00007.png",97,"P1",99.997802734375,2,19,31,FALSE,TRUE,FALSE,"Female",FALSE,FALSE,TRUE,FALSE,4.24362230300903,86.9337997436523,0.924840271472931,1.88080811500549,0.635498225688934,0.319147944450378,3.86726307868958,1.19502902030945
"21","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00007.png",97,"P2",99.988899230957,3,14,26,FALSE,FALSE,FALSE,"Female",FALSE,FALSE,TRUE,TRUE,15.9967107772827,53.4589653015137,1.12121152877808,19.6366024017334,0.774258315563202,0.291500926017761,1.61234378814697,7.10840320587158
"22","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00008.png",117,"P3",99.9954986572266,1,22,34,FALSE,FALSE,FALSE,"Male",TRUE,FALSE,TRUE,FALSE,54.549503326416,36.0014533996582,0.767880380153656,0.372341454029083,1.12260258197784,0.389981001615524,0.774778068065643,6.02146291732788
"23","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00008.png",117,"P1",99.997802734375,2,21,33,FALSE,TRUE,FALSE,"Female",FALSE,FALSE,TRUE,FALSE,5.23440170288086,69.4252243041992,9.65241718292236,4.87798595428467,1.59697198867798,0.180859684944153,1.10072946548462,7.93141412734985
"24","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00008.png",117,"P2",99.988899230957,3,17,29,FALSE,FALSE,FALSE,"Female",FALSE,FALSE,TRUE,FALSE,1.56052792072296,93.2395248413086,1.52472305297852,1.03499782085419,0.180419638752937,0.0552899390459061,0.603082180023193,1.80144071578979
"25","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00009.png",137,"P3",99.9946975708008,1,26,42,FALSE,FALSE,FALSE,"Male",TRUE,FALSE,TRUE,TRUE,6.81151294708252,66.79541015625,9.53988170623779,3.76652884483337,3.48149394989014,1.57244896888733,1.279629945755,6.75309371948242
"26","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00009.png",137,"P1",99.997802734375,2,12,22,FALSE,TRUE,FALSE,"Male",FALSE,FALSE,TRUE,FALSE,14.9086627960205,69.57275390625,1.61740970611572,1.53371095657349,0.560225307941437,0.384289026260376,9.55200386047363,1.87094485759735
"27","//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00009.png",137,"P2",99.988899230957,3,12,22,FALSE,FALSE,FALSE,"Female",FALSE,FALSE,TRUE,FALSE,2.9062032699585,90.3823852539062,0.301322281360626,0.290993720293045,0.562519907951355,0.112358748912811,5.3195219039917,0.124693125486374
